,City,Borough,Neighborhood,Latitude,Longitude,Cluster Label,Top 10
24,Tallinna linn,Põhja-Tallinna linnaosa,Sitsi,59.450859200000004,24.7011463,6.0,"Thrift / Vintage Store,Supermarket,Pizza Place,Flea Market,Discount Store,Bus Stop,Bakery,Accessories Store,African Restaurant,American Restaurant"
25,Tallinna linn,Lasnamäe linnaosa,Laagna,59.4393124,24.838082800000002,6.0,"Supermarket,Steakhouse,Soccer Field,Korean Restaurant,Gym,Grocery Store,Concert Hall,Accessories Store,African Restaurant,American Restaurant"
26,Tallinna linn,Lasnamäe linnaosa,Tondiraba,59.442126,24.85912,6.0,"Supermarket,Toy / Game Store,Tea Room,Shopping Mall,Motorcycle Shop,Market,Home Service,Hardware Store,Furniture / Home Store,Cosmetics Shop"
27,Tallinna linn,Pirita linnaosa,Maarjamäe,59.456162600000006,24.8293454,1.0,"Ski Area,Resort,Park,Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
28,Tallinna linn,Pirita linnaosa,Lepiku,59.479635800000004,24.8863229,3.0,"Multiplex,Bus Stop,Beach,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery"
29,Tallinna linn,Kesklinna linnaosa,Keldrimäe,59.429803299999996,24.7678525,6.0,"Sushi Restaurant,Arts & Crafts Store,Café,Lounge,Gourmet Shop,Deli / Bodega,Athletics & Sports,Bus Line,Casino,Chinese Restaurant"
30,Tallinna linn,Haabersti linnaosa,Pikaliiva,59.429961999999996,24.612633,1.0,"Playground,Motorcycle Shop,Furniture / Home Store,Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
31,Tallinna linn,Nõmme linnaosa,Laagri,59.355412,24.619176,6.0,"Train Station,Playground,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery,Art Museum"
32,Tallinna linn,Kesklinna linnaosa,Sibulaküla,59.4306131,24.7546434,6.0,"Café,Restaurant,Deli / Bodega,Cocktail Bar,Gym / Fitness Center,Hotel,Sushi Restaurant,Salon / Barbershop,Japanese Restaurant,Coffee Shop"
33,Tallinna linn,Kesklinna linnaosa,Südalinn,59.434438199999995,24.753443,6.0,"Café,Hotel,Cocktail Bar,Restaurant,Italian Restaurant,Historic Site,Cosmetics Shop,Coffee Shop,Gym / Fitness Center,Bar"
34,Tallinna linn,Lasnamäe linnaosa,Pae,59.435165000000005,24.82206,6.0,"Turkish Restaurant,Nightclub,Gym,Furniture / Home Store,Electronics Store,Cupcake Shop,Café,Bus Stop,Bus Station,Bus Line"
35,Tallinna linn,Kesklinna linnaosa,Tatari,59.4301297,24.7480418,6.0,"Café,Restaurant,Coffee Shop,Pizza Place,Movie Theater,Cheese Shop,English Restaurant,Dance Studio,Concert Hall,Cocktail Bar"
36,Tallinna linn,Kesklinna linnaosa,Torupilli,59.4314594,24.776553,6.0,"Restaurant,Café,Arts & Crafts Store,Pizza Place,Yoga Studio,Gourmet Shop,Athletics & Sports,BBQ Joint,Burger Joint,Bus Stop"
37,Tallinna linn,Haabersti linnaosa,Õismäe,59.4380189,24.619423,6.0,"Forest,Other Great Outdoors,German Restaurant,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery"
38,Tallinna linn,Pirita linnaosa,Pirita,59.468293,24.834433999999998,6.0,"Café,Restaurant,Bus Station,Vegetarian / Vegan Restaurant,Gym / Fitness Center,Bakery,Beach,Clothing Store,Coffee Shop,College Gym"
39,Tallinna linn,Lasnamäe linnaosa,Priisle,59.4511717,24.881276999999997,6.0,"Market,Kebab Restaurant,Grocery Store,Flea Market,Cosmetics Shop,Café,Bus Stop,Accessories Store,African Restaurant,American Restaurant"
40,Tallinna linn,Haabersti linnaosa,Rocca al Mare,59.43200110000001,24.650077,6.0,"Trail,Hotel,Bus Line,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery"
41,Tallinna linn,Lasnamäe linnaosa,Loopealse,59.4482853,24.838796300000002,3.0,"Gym,Café,Bus Stop,Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
42,Tallinna linn,Lasnamäe linnaosa,Paevälja,59.449509400000004,24.8246424,3.0,"Food Court,Department Store,Campground,Bus Stop,Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium"
43,Tallinna linn,Kesklinna linnaosa,Maakri,59.432275,24.758874399999996,6.0,"Café,Restaurant,Hotel,Lounge,Cocktail Bar,Gym / Fitness Center,Cosmetics Shop,Deli / Bodega,Sushi Restaurant,Concert Hall"
44,Tallinna linn,Mustamäe linnaosa,Siili,59.406715000000005,24.706119,6.0,"Basketball Court,Track,Tennis Court,Restaurant,Pizza Place,Park,Martial Arts Dojo,Fast Food Restaurant,Deli / Bodega,Convenience Store"
45,Tallinna linn,Põhja-Tallinna linnaosa,Karjamaa,59.4519745,24.709306299999998,6.0,"Supermarket,Bar,Bakery,Tram Station,Shopping Mall,Eastern European Restaurant,Dessert Shop,Convenience Store,Café,Bus Stop"
46,Tallinna linn,Lasnamäe linnaosa,Katleri,59.450228,24.849938100000003,1.0,"Disc Golf,Bus Station,Bus Line,Athletics & Sports,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
47,Tallinna linn,Nõmme linnaosa,Raudalu,59.365937800000005,24.7573859,1.0,"Supermarket,Pizza Place,Pharmacy,Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
48,Tallinna linn,Lasnamäe linnaosa,Ülemiste,59.421873399999996,24.809613600000002,6.0,"Café,Pizza Place,Modern European Restaurant,Gym / Fitness Center,Film Studio,Convenience Store,Coffee Shop,Chinese Restaurant,Bus Stop,Brewery"
49,Tallinna linn,Kesklinna linnaosa,Aegna,59.5813192,24.757530810969897,8.0,"Campground,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery,Art Museum,Arts & Crafts Store"
50,Tallinna linn,Lasnamäe linnaosa,Kurepõllu,59.4411191,24.8164685,1.0,"Supermarket,Lighthouse,Bus Line,Bridge,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
51,Tallinna linn,Kesklinna linnaosa,Kassisaba,59.432033200000006,24.729700199999996,6.0,"Hotel,Restaurant,Park,Bed & Breakfast,Seafood Restaurant,Pub,Café,Gym,Bistro,Breakfast Spot"
